Name,gas capacity,coal plant capacity,bioenergy plant capacity,coal mine capacity,steel plant capacity,ID,Entity Type,Legal Entity Type,PubliclyListed,Country
Alarko Holding,0.0,66000.0,0.0,0.0,0.0,E100000120043,legal entity,AŞ,False,Türkiye
Alarko-Altek Elektrik,8200.0,0.0,0.0,0.0,0.0,E100000002420,legal entity,,,
Alaska Asia Clean Energy,0.0,40000.0,0.0,0.0,0.0,E100002000274,legal entity,Corp,,Canada
Alazady España,0.0,0.0,600.0,0.0,0.0,E100001000145,legal entity,SL,,Spain
Alba Petróleos de Nicaragua,7532.7,0.0,0.0,0.0,0.0,E100000002421,legal entity,SA,,Nicaragua
Albatros Energy Mali,22.5,0.0,0.0,0.0,0.0,E100001011922,legal entity,SA,False,
Albayrak Group,0.0,4000.0,0.0,0.0,0.0,E100000120044,legal entity,,,Türkiye
Albert Mardikian,18.41,0.0,0.0,0.0,0.0,E100001011932,person,,,
Albioma,0.0,17616.375,32660.145,0.0,0.0,E100000132515,legal entity,SAS,False,France
Albioma Codora Energia,0.0,0.0,4176.9,0.0,0.0,E100000132516,legal entity,SA,False,Brazil
Albioma Esplanada Energia,0.0,0.0,3685.4999999999995,0.0,0.0,E100000132517,legal entity,SA,False,Brazil
Albioma Rio Pardo Termoelétrica,0.0,0.0,5670.0,0.0,0.0,E100000132518,legal entity,Ltda,False,Brazil
Alcantara Group,0.0,294.07824,0.0,0.0,0.0,E100000120046,legal entity,,,Philippines
Alchevsk Metallurgical Plant,0.0,0.0,0.0,0.0,547200.0,E100001012119,legal entity,PJSC,False,Ukraine
Alco Energy Rotterdam,48.0,0.0,0.0,0.0,0.0,E100001000009,legal entity,BV,False,Netherlands
Alcoa,0.05460377832000002,430.8645198,0.0,0.0,0.0,E100001000636,legal entity,Corp,True,United States
Alcoa Power Generating,0.0,405.687711,0.0,0.0,0.0,E100001010047,legal entity,Inc,False,United States
Alcogroup,48.0,0.0,0.0,0.0,0.0,E100000132519,legal entity,SA,False,Belgium
Alden Resources,0.0,0.0,0.0,0.0,0.0,E100001012982,legal entity,LLC,False,United States
Aldworth Investments,0.0,0.0,0.0,0.0,10180.0,E100001016260,legal entity,Ltd,,Cyprus
Ales Enerji Üretim ve Tiçaret,6300.0,0.0,0.0,0.0,0.0,E100000002422,legal entity,AŞ,,
Alexander Klebanov,0.0,54918.600000000006,0.0,0.0,0.0,E100001011223,person,,,
Alexandroupolis Electricity Production,63000.0,0.0,0.0,0.0,0.0,E100000001375,legal entity,SA,,
Alfa Acciai,0.0,0.0,0.0,0.0,220000.0,E100000130779,legal entity,SpA,False,Italy
Alfara Delta Persada,0.0,0.0,0.0,0.0,0.0,E100000131237,,,,
Alfara Energi Investama,0.0,0.0,0.0,0.0,0.0,E100000131238,,,,
Alfried Krupp Von Bohlen Und Halbach Stiftung,22575.0,0.0,0.0,0.0,402150.0,E100001010311,legal entity,,False,Germany
Algemene Pensioen Groep,14379.277777777777,0.0,0.0,0.0,0.0,E100000000733,legal entity,NV,,Netherlands
Algerian Energy Company,53270.0,0.0,0.0,0.0,0.0,E100001001012,legal entity,SpA,False,Algeria
Algerian Qatari Steel,0.0,0.0,0.0,0.0,99960.0,E100001000957,legal entity,,False,Algeria
Algerian Utilities International,12270.0,0.0,0.0,0.0,0.0,E100001001014,legal entity,Ltd,False,United Arab Emirates
Algoma Steel Group,646.8,0.0,0.0,0.0,40572.0,E100000001817,legal entity,Inc,True,Canada
Algonquin (Ay Holdco),12660.0,0.0,0.0,0.0,0.0,E100001011405,legal entity,BV,False,Netherlands
Algonquin Power & Utilities,113251.90400000001,22490.256,0.0,0.0,0.0,E100000001133,legal entity,Corp,True,Canada
Algonquin Power Sanger,5640.76,0.0,0.0,0.0,0.0,E100000002423,legal entity,LLC,,
Algonquin Power Windsor Locks,6459.58,0.0,0.0,0.0,0.0,E100000002424,legal entity,LLC,False,United States
Alinta Energy,162902.0,102600.0,0.0,0.0,0.0,E100000002425,legal entity,Pty Ltd,False,Australia
Aliot,0.0,0.0,0.0,0.0,0.0,E100001010811,legal entity,LLC,,Russia
Alita Capital Partners,18.41,0.0,0.0,0.0,0.0,E100001011936,legal entity,Inc,False,
Aljomaih Energy & Water,89224.76000000001,0.0,0.0,0.0,0.0,E100000000884,legal entity,Co Ltd,False,Saudi Arabia
Aljomaih Group,44550.00000000001,0.0,0.0,0.0,0.0,E100000000885,legal entity,,,Saudi Arabia
All Crown Holdings,10100.0,0.0,0.0,0.0,0.0,E100000001340,legal entity,Ltd,,Virgin Islands (British)
Allegany Generating Station,6700.0,0.0,0.0,0.0,0.0,E100000002426,legal entity,LLC,,
Allevia Investments,0.0,0.0,0.0,0.0036963000000000005,0.0,E100001016402,legal entity,Ltd,,Cyprus
Alliance Coal,0.0,0.0,0.0,280.59967812591,0.0,E100001010281,legal entity,LLC,False,United States
Alliance Energy Group,36200.0,0.0,0.0,0.0,0.0,E100000001134,legal entity,LLC,False,United States
Alliance Resource Operating Partners,0.0,0.0,0.0,280.59967812591,0.0,E100001010282,legal entity,LP,False,United States
Alliance Resource Partners,0.0,0.0,0.0,280.59967812591,0.0,E100001000638,legal entity,LP,True,United States
Alliance Steel (M),0.0,0.0,0.0,0.0,500000.0,E100000131062,legal entity,Sdn Bhd,False,Malaysia
Alliant Energy,476293.0,173901.5,0.0,0.0,0.0,E100000001135,legal entity,Corp,True,United States
Allianz,1.822997592,0.0,0.0,0.0,0.0,E100000000394,legal entity,SE,True,Germany
Allianz Polska Open Pension Fund,7089.7909580000005,13959.853790000001,0.0,0.0,0.0,E100001011305,legal entity,,True,Poland
Allied Gen Power,15445.122000000001,0.0,0.0,0.0,0.0,E100001000360,legal entity,,,Philippines
Allied Indo Coal Jaya,0.0,0.0,0.0,0.0,0.0,E100000131243,,,,
Allied Queensland Coal,0.0,0.0,0.0,0.0,0.0,E100000131244,,,,
Almahdi Aluminium,54900.0,0.0,0.0,0.0,0.0,E100000001951,legal entity,Corp,,Iran
Almaty Power Plants,144300.0,68300.0,0.0,0.0,0.0,E100000003336,legal entity,JSC,False,Kazakhstan
Alon USA Energy,3197.3999999999996,0.0,0.0,0.0,0.0,E100000002427,legal entity,Inc,,
Alpha Metallurgical Resources,0.0,0.0,0.0,0.0,0.0,E100000131246,legal entity,Inc,True,United States
Alpha Natural Resources Holdings,0.0,0.0,0.0,0.0,0.0,E100000131247,legal entity,,,
Alphabet,13066.666666666664,0.0,0.0,0.0,0.0,E100000001137,legal entity,Inc,True,United States
Alpiq,15236.380000000003,0.0,0.0,0.0,0.0,E100000151405,legal entity,,,
Alpiq,15236.380000000003,0.0,0.0,0.0,0.0,E100000001376,legal entity,AG,False,Switzerland
Alpiq Energia Italia,644.0,0.0,0.0,0.0,0.0,E100000002428,legal entity,SpA,,
Alpiq Energía España,18216.0,0.0,0.0,0.0,0.0,E100000002429,legal entity,SAU,,
Alpiq Holding,15236.380000000003,0.0,0.0,0.0,0.0,E100001016662,legal entity,Ltd,False,Switzerland
Alsons Consolidated Resources,9520.0,0.0,0.0,0.0,0.0,E100001011143,legal entity,Inc,True,Philippines
Alsons Thermal Energy,0.0,578.966535,0.0,0.0,0.0,E100001010852,legal entity,Corp,False,Philippines
AltaGas,90500.0,0.0,0.0,0.0,0.0,E100000000102,legal entity,Ltd,True,Canada
AltaGas Blythe Operations,66500.0,0.0,0.0,0.0,0.0,E100000002430,legal entity,Inc,,
AltaGas Ripon Energy,5000.0,0.0,0.0,0.0,0.0,E100000002431,legal entity,Inc,,
AltaGas San Joaquin Energy,9500.0,0.0,0.0,0.0,0.0,E100000002432,legal entity,Inc,,
Altaaqa Global Energy Services,5400.0,0.0,0.0,0.0,0.0,E100001011728,legal entity,,False,
Altair,23928.000000000004,0.0,0.0,0.0,1403776.0,E100001016093,legal entity,LLC,False,Russia
Altaykraienergo,0.0,33000.0,0.0,0.0,0.0,E100000120053,legal entity,JSC,False,Russia
Altayskaya KES,0.0,33000.0,0.0,0.0,0.0,E100000120054,legal entity,,,Russia
Altern Energy,26991.0,0.0,0.0,0.0,0.0,E100001000303,legal entity,Ltd,True,Pakistan
Alterna Capital Partners,43400.0,0.0,0.0,0.0,0.0,E100000001138,legal entity,,,United States
Alterna Springerville,43400.0,0.0,0.0,0.0,0.0,E100000002433,legal entity,LLC,,
Alternegy,9000.0,0.0,0.0,0.0,0.0,E100001010988,legal entity,SA,False,Panama
Alton Steel,0.0,0.0,0.0,0.0,68000.0,E100000130968,legal entity,Inc,False,United States
Altraso Ventures,0.0,0.0,0.0,473.715,0.0,E100001016535,legal entity,LLC,False,Russia
Altura Asia,0.0,0.0,0.0,105.0,0.0,E100001013664,legal entity,Pte Ltd,False,Singapore
Altura Mining,0.0,0.0,0.0,105.0,0.0,E100000131251,,Ltd,,
Aluar Aluminio Argentino,6435.0,0.0,0.0,0.0,0.0,E100000001757,legal entity,SAIC,True,Argentina
Aluminium Bahrain,39269.0,0.0,0.0,0.0,0.0,E100000002435,legal entity,BSC,True,Bahrain
Aluminium Oxid Stade,3100.0,0.0,0.0,0.0,0.0,E100000002436,legal entity,GmbH,,
Aluminium Smelter Company of Nigeria,277.70687352,0.0,0.0,0.0,0.0,E100000002437,legal entity,,,Nigeria
Aluminium of Kazakhstan,0.0,21000.0,0.0,0.0,0.0,E100000120057,legal entity,JSC,False,Kazakhstan
Aluminum Branch of Inner Mongolia Baiyinhua Coal Power Co Ltd of State Power Investment Group,0.0,70000.0,0.0,0.0,0.0,E100000122262,legal entity,,,China
Aluminum Corporation of China,0.0,316260.1948211187,0.0,0.0,0.0,E100000121720,legal entity,,,China
Aluminum Corporation of China,0.0,316260.1948211187,0.0,0.0,0.0,E100000123318,legal entity,Ltd,True,China
Alxa Fuquan Coal,0.0,17.556000000000004,0.0,0.0,0.0,E100000123391,legal entity,Co Ltd,,China
Amanahraya Trustees,87052.0781,82651.2548068,0.0,0.0,0.0,E100001000413,legal entity,Bhd,False,Malaysia
Amandi Energy,10150.0,0.0,0.0,0.0,0.0,E100000002438,legal entity,Ltd,,
Amaya Capital,15093.533333333331,0.0,0.0,0.0,0.0,E100000000710,legal entity,,,Mauritius
Ambatovy Nickel Project,0.0,8.056000447488,0.0,0.0,0.0,E100000120059,legal entity,JV,False,Madagascar
Ambre Energy,0.0,0.0,0.0,0.0,0.0,E100001013160,legal entity,Ltd,False,Australia
Ambuja Cements,0.0,14.215971,0.0,0.19648089999999999,0.0,E100001000639,legal entity,Ltd,True,India
Ameren,350240.0,473080.0,0.0,0.0,0.0,E100000001139,legal entity,Corp,True,United States
American Consolidated Natural Resources,0.0,0.0,0.0,0.0,0.0,E100001010138,legal entity,Inc,False,United States
American Electric Power,823650.0,1186757.0,0.0,0.0,0.0,E100000001140,legal entity,Co Inc,True,United States
American Metals & Coal International,0.0,0.0,0.0,8.3668,0.0,E100001000431,legal entity,Inc,False,United States
American Mining Group,0.0,0.0,0.0,0.0,0.0,E100001012987,legal entity,LLC,False,United States
American Samoa Power Authority,23.0,0.0,0.0,0.0,0.0,E100001011862,state body,,,
Americano Nickel,19800.0,0.0,0.0,0.0,0.0,E100001011496,legal entity,Ltd,False,Bermuda
Amir Kabir Arak Steel,0.0,0.0,0.0,0.0,50000.0,E100001013042,legal entity,Co,False,Iran
Amir Kabir Electricity Generation & Development,113400.0,0.0,0.0,0.0,0.0,E100000002440,legal entity,Co,,
Amirkabir Khazar Steel,0.0,0.0,0.0,0.0,50000.0,E100001013043,legal entity,Co,False,Iran
Amman Asia Electric Power Company,297.80219999999997,0.0,0.0,0.0,0.0,E100000002441,legal entity,PSC,False,Jordan
Amorim Energia,70.2513,0.0,0.0,0.0,0.0,E100001011508,legal entity,BV,False,Netherlands
Amperion Power Distribution,22074.0,0.0,0.0,0.0,0.0,E100000002442,legal entity,Co Ltd,,
Amreli Steels,0.0,0.0,0.0,0.0,14862.0,E100001012762,legal entity,Ltd,True,Pakistan
Amsteel Mills,0.0,0.0,0.0,0.0,180000.0,E100000130907,legal entity,Sdn Bhd,False,Malaysia
Amurstal,0.0,0.0,0.0,0.0,200000.0,E100000131092,legal entity,LLC,False,
Amurugol,0.0,0.0,0.0,359.89201079963993,0.0,E100001010615,legal entity,JSC,False,Russia
An Hui Wenergy,90000.0,1161513.8628051195,5390.0,0.0,0.0,E100000001366,legal entity,Co Ltd,True,China
An Khanh - Bac Giang Thermoelectric,0.0,5420.999999999999,0.0,0.0,0.0,E100000120062,legal entity,JSC,,Vietnam
An Khanh Electricity,0.0,10000.0,0.0,0.0,0.0,E100000120063,legal entity,JSC,False,Vietnam
An Khanh Group,0.0,10000.0,0.0,0.0,0.0,E100000120064,legal entity,,,Vietnam
Anadarko Petroleum,0.0,0.0,0.0,0.0,0.0,E100001013161,legal entity,Corp,False,United States
Anadolu Birlik Holding,0.0,55962.22545,0.0,0.0,0.0,E100000120065,legal entity,AŞ,False,Türkiye
Anayurt Madencilik,0.0,0.0,0.0,38.0,0.0,E100000131258,,,,
Anda Shunxiang Thermal Power,0.0,5000.0,0.0,0.0,0.0,E100000121980,legal entity,Co Ltd,,China
Andeavor,49.808879999999995,0.0,0.0,0.0,0.0,E100000001378,legal entity,,,
Andel,192.65,3935.0,2906.0,0.0,0.0,E100001010914,legal entity,AMBA,False,Denmark
Andes Energy Terminal,27000.0,0.0,0.0,0.0,0.0,E100000002445,legal entity,,,
Andes Mining & Energy,37587.481,0.0,0.0,0.0,0.0,E100000001833,legal entity,SA,False,Chile
Andes Petroleum Ecuador,3411.0,0.0,0.0,0.0,0.0,E100001010984,legal entity,Ltd,False,Ecuador
Andhra Pradesh Mineral Development,0.0,0.0,0.0,15.0,0.0,E100000131262,legal entity,Corp Ltd,False,India
Andhra Pradesh Power Development,0.0,661000.0,0.0,0.0,0.0,E100001000826,legal entity,Co Ltd,False,India
Andhra Pradesh Power Generation,0.0,664000.0,0.0,0.0,0.0,E100001000827,legal entity,Corp Ltd,False,India
Andlinger & Company,2000.0,0.0,0.0,0.0,0.0,E100000001142,legal entity,,,United States
Andrade Valladares Engenharia e Construcao,0.0,0.0,0.0,0.0,0.0,E100000130884,,Ltda,,
Anergi Group,13082.5,42000.0,0.0,0.0,0.0,E100001000374,legal entity,,,Mauritius
Anergi International,10150.0,42000.0,0.0,0.0,0.0,E100000001093,legal entity,Ltd,False,United Kingdom
Angang Lianzhong Stainless Steel,0.0,0.0,0.0,0.0,9702.0,E100000127397,legal entity,Corp,,China
Angel Capital Management,6366.360000000001,0.0,0.0,0.0,0.0,E100001011077,legal entity,SpA,False,Italy
Angelina Colombo Participações,0.0,0.0,15024.6,0.0,0.0,E100001000142,legal entity,SA,False,Brazil
Angisht,0.0,0.0,0.0,0.0,0.0,E100001010967,legal entity,JSC,False,Tajikistan
Anglo American,0.0,0.0,0.0,2.3201816748,0.0,E100001000407,legal entity,PLC,True,United Kingdom
Anglo American Inyosi Coal,0.0,0.0,0.0,289.44216,0.0,E100001000769,legal entity,Pty Ltd,False,South Africa
Anglo American Steelmaking Coal Holdings,0.0,0.0,0.0,2.3201816748,0.0,E100001000781,legal entity,Ltd,False,Australia
AngloGold Ashanti,0.1239615,0.0,0.0,0.0,0.0,E100001011745,legal entity,PLC,True,United Kingdom
Angren TPP,0.0,99300.0,0.0,0.0,0.0,E100001011296,legal entity,JSC,,Uzbekistan
Anhui Changjiang Steel,9350.000000000002,0.0,0.0,0.0,209000.00000000003,E100000123155,legal entity,Co Ltd,,China
Anhui China Railway Liangjiang Construction Engineering,0.0,9371.249999999998,0.0,0.0,0.0,E100000124357,legal entity,Co Ltd,,China
Anhui Development Investment,0.0,0.058529927609999984,0.0,0.0,0.0,E100000125396,legal entity,Co Ltd,,China
Anhui Electric Power,0.0,28761.6,0.0,0.0,0.0,E100000121612,legal entity,Co Ltd,,China
Anhui Guihang Special Steel,0.0,0.0,0.0,0.0,200000.0,E100000126525,legal entity,Co Ltd,,China
Anhui Guohua Investment Group,0.0,8280.6751322295,0.0,0.0,0.0,E100000125171,legal entity,Co Ltd,,China
Anhui HAOYUAN Chemical Group,0.0,48551.58,0.0,0.0,0.0,E100000121622,legal entity,Co Ltd,,China
Anhui Hengyuan Coal Industry and Electricity Power,0.0,21354.543599999997,0.0,0.0,0.0,E100000123650,legal entity,Co Ltd,,China
Anhui Huadian Lu'an Power Generation,0.0,29818.8,0.0,0.0,0.0,E100000121638,legal entity,Co Ltd,,China
Anhui Huadian Suzhou Power Generation,0.0,122220.0,0.0,0.0,0.0,E100000121650,legal entity,Co Ltd,,China
Anhui Huadian Wuhu Power,0.0,67314.80000000002,0.0,0.0,0.0,E100000121655,legal entity,Co Ltd,,China
Anhui Huainan Luoneng Power Generation,0.0,203808.0,0.0,0.0,0.0,E100000121634,legal entity,Co Ltd,,China
Anhui Huainan Pingwei Power Generation,0.0,108101.60000000002,0.0,0.0,0.0,E100000121643,legal entity,Co Ltd,,China
Anhui Jin'an Stainless Steel Foundry,0.0,0.0,0.0,0.0,50000.0,E100000126390,legal entity,Co Ltd,,China
Anhui Jingxian Longxin Iron and Steel,0.0,0.0,0.0,0.0,100000.0,E100000126157,legal entity,Co Ltd,,China
Anhui Jinhe Industrial,0.0,0.0,3000.0,0.0,0.0,E100000129966,legal entity,Co Ltd,True,China
Anhui Jinxuan Technology,0.0,0.0,3000.0,0.0,0.0,E100000129765,legal entity,Co Ltd,,China
Anhui Langxi County Fuhang Steel,0.0,0.0,0.0,0.0,0.0,E100000126133,legal entity,Co Ltd,,China
Anhui Liangjiang Holding Group,0.0,9371.249999999998,0.0,0.0,0.0,E100000124569,legal entity,Co Ltd,,China
Anhui Liyuan Electric Power Development,0.0,58580.4,0.0,0.0,0.0,E100000123733,legal entity,Co Ltd,,China
Anhui Nenghui Green Energy,0.0,0.0,1350.0,0.0,0.0,E100000129887,legal entity,Co Ltd,,China
Anhui Nenghui Power Sales,0.0,0.0,1350.0,0.0,0.0,E100000129964,legal entity,Co Ltd,,China
Anhui Province Energy Group,0.0,64006.0827569595,15390.0,0.0,0.0,E100000124116,legal entity,Co Ltd,,China
Anhui Province Investment Group Holding,0.0,9371.249999999998,140.88479999999998,0.0,0.0,E100000124981,legal entity,Co Ltd,,China
Anhui Provincial State-owned Assets Management Commission,0.0,28854.543599999997,0.0,0.0,0.0,E100000125895,state body,,,
Anhui Qianyingzi Power Generation,0.0,18205.98,0.0,0.0,0.0,E100000121651,legal entity,Co Ltd,,China
Anhui Shenyuan Coal Chemical,0.0,8280.6751322295,0.0,0.0,0.0,E100000124115,legal entity,Co Ltd,,China
Anhui Shoukuang Dachang Metal Material,0.0,0.0,0.0,0.0,267030.0,E100000126761,legal entity,Co Ltd,,China
Anhui Suzhou Huayuan Electric Power Development,0.0,3148.5636,0.0,0.0,0.0,E100000123651,legal entity,Co Ltd,,China
Anhui Wanbei Coal and Electricity Group,0.0,28854.543599999997,0.0,0.0,0.0,E100001000451,legal entity,Co Ltd,,China
Anhui Waneng Environmental Protection Power Generation,0.0,0.0,5390.0,0.0,0.0,E100000129723,legal entity,Co Ltd,,China
Anhui Wanneng Environmental Technology,0.0,0.0,10000.0,0.0,0.0,E100000129681,legal entity,Co Ltd,,
Anhui Xinda Steel Development,0.0,0.0,0.0,0.0,50000.0,E100000127607,legal entity,Co Ltd,,
Anhui Xinyuan Thermoelectricity,0.0,2550.0,0.0,0.0,0.0,E100000121615,legal entity,Co Ltd,,China
Anhui Yingyi Thermal Power,0.0,1200.0,0.0,0.0,0.0,E100000121613,legal entity,Co Ltd,,
Anhui Yongning Investment Holding Group,0.0,1200.0,0.0,0.0,0.0,E100000124658,legal entity,Co Ltd,,China
Anhui Zhongcheng Dadi Energy Development,0.0,0.0,0.7165076851406249,0.0,0.0,E100000129934,legal entity,Co Ltd,,China
Anker Coal and Mineral Holdings,0.0,0.0,0.0,0.0,0.0,E100000131267,,,,
Anker Holdings,0.0,0.0,0.0,0.0,0.0,E100000131268,,,,
Ankhiale Midco,0.0,0.0,54650.0,0.0,0.0,E100001000048,legal entity,AB,False,Sweden
Anlima Energy,12640.0,0.0,0.0,0.0,0.0,E100000002446,legal entity,Ltd,,
Anlima Group,12865.0,0.0,0.0,0.0,0.0,E100000000508,legal entity,,,Bangladesh
Anlima Textile,225.0,0.0,0.0,0.0,0.0,E100000002447,legal entity,Ltd,,Bangladesh
Ann Joo Corporation,0.0,0.0,0.0,0.0,62074.8,E100001016190,legal entity,Sdn Bhd,False,Malaysia
Ann Joo Integrated Steel,0.0,0.0,0.0,0.0,32481.000000000004,E100000130959,legal entity,Sdn Bhd,False,Malaysia
Ann Joo Resources,0.0,0.0,0.0,0.0,62074.8,E100000130723,legal entity,Bhd,True,Malaysia
Ann Joo Steel,0.0,0.0,0.0,0.0,62074.8,E100000130719,legal entity,Bhd,False,Malaysia
Anping Power Plant of China Coal Xiyang Energy,0.0,444.31199999999995,0.0,0.0,0.0,E100000122888,legal entity,Co Ltd,,China
Anqing Branch of Sinopec Asset Management,0.0,7000.0,0.0,0.0,0.0,E100000121647,legal entity,Co Ltd,,China
Anrak Aluminium,0.0,4500.0,0.0,0.0,0.0,E100000120071,legal entity,Ltd,,India
Ansaldo Energia,46517.88368,0.0,0.0,0.0,0.0,E100000000604,legal entity,SpA,False,Italy
Ansan Urban Development,12.520000000000001,0.0,0.0,0.0,0.0,E100000002448,legal entity,Co Ltd,,
Anshan Baode Iron & Steel,0.0,0.0,0.0,0.0,180000.0,E100000126417,legal entity,Co Ltd,,China
Anshan Iron & Steel Group,0.0,12500.0,0.0,0.0,0.0,E100000122465,legal entity,Corp,,China
Anshan Iron and Steel Group,0.0,12500.0,0.0,0.0,0.0,E100000124354,legal entity,Co Ltd,,China
Anshan Tengao Special Zone DongTeng Economic Development,0.0,9422.0,0.0,0.0,0.0,E100000124249,legal entity,Co,,China
Ansteel Group,20013.497814784387,12500.0,0.0,0.0,0.0,E100000124667,legal entity,Co Ltd,,China
Antara Steel Mills,0.0,0.0,0.0,0.0,0.0,E100000130921,legal entity,Sdn Bhd,False,Malaysia
Antarchile,53187.23930000001,12309.5,0.0,0.0,0.0,E100000000145,legal entity,SA,True,Chile
AnthraciteInvestProject,0.0,0.0,0.0,130.0,0.0,E100000131269,legal entity,LLC,False,Russia
Antin Infrastructure Partners,21300.0,0.0,0.0,0.0,0.0,E100000001379,legal entity,,,
Anyang Huixin Special Steel,0.0,0.0,0.0,0.0,4704.0,E100000126643,legal entity,Co Ltd,,China
Anyang Iron & Steel,0.0,0.0,0.0,0.0,670039.1995713109,E100001000432,legal entity,Co Ltd,True,China
Anyang Iron and Steel Group,0.0,12400.0,0.0,0.0,30852.0,E100001000433,legal entity,Co Ltd,False,China
Anyang Xinpu Steel,0.0,0.0,0.0,0.0,33996.6,E100000126159,legal entity,Co Ltd,,China
Anyang Zhongan Chengyu Coal Chemical,0.0,0.0,0.0,0.0,4704.0,E100000127614,legal entity,Co Ltd,,China
Anyuan Iron & Steel,472.192,0.0,0.0,0.0,25026.176,E100000127352,legal entity,Co Ltd,,China
Aoda Electric Power Development,0.0,16557.439359999997,0.0,0.0,0.0,E100000124169,legal entity,Co Ltd,,China
Apac Investors,0.0,0.0,0.0,0.0,6060.0,E100001016243,legal entity,Co Ltd,False,South Korea
Aperam,0.0,0.0,0.0,0.0,117242.0,E100000130966,legal entity,SA,True,Luxembourg
Aperam Inox America do Sul,0.0,0.0,0.0,0.0,34038.0,E100000130690,legal entity,SA,False,Brazil
Aperam Stainless Belgium,0.0,0.0,0.0,0.0,83204.0,E100000130918,legal entity,NV,,Belgium
Apollo Global Management,6720.0,0.0,0.0,0.0,129150.0,E100001016206,legal entity,Inc,,United States
Apollo Infrastructure Projects Finance Company,136.49116,0.0,0.0,0.0,0.0,E100002000330,legal entity,Pvt Ltd,,
Appalachian Power,167500.0,423260.0,0.0,0.0,0.0,E100000002449,legal entity,Co,False,United States
Appleton Coated,6700.0,0.0,0.0,0.0,0.0,E100000002450,legal entity,LLC,,
Apraava Energy,0.0,66000.0,0.0,0.0,0.0,E100000002588,legal entity,Pvt Ltd,False,India
Aqua Corporation,4854.5,0.0,0.0,0.0,0.0,E100001011104,legal entity,PCL,True,Thailand
Arab Bank Group,24800.0,0.0,0.0,0.0,0.0,E100000000664,legal entity,,,Jordan
Arab Mining,34.499277119999995,0.0,0.0,0.0,0.0,E100001011198,legal entity,Co,False,Jordan
Arab Steel,0.0,0.0,0.0,0.0,180000.0,E100000131037,legal entity,Co,False,Saudi Arabia
Arabian Cement,4337.0,0.0,0.0,0.0,0.0,E100001011222,legal entity,Co,True,Saudi Arabia
Arabian Power Company,47.06899999999999,0.0,0.0,0.0,0.0,E100000002451,legal entity,PJSC,False,United Arab Emirates
Arabian United Power Company,47.06899999999999,0.0,0.0,0.0,0.0,E100001000823,legal entity,PJSC,False,United Arab Emirates
Aracoma Coal,0.0,0.0,0.0,0.0,0.0,E100000131280,legal entity,Co Inc,False,United States
Aradel Energy,13000.0,0.0,0.0,0.0,0.0,E100001015601,legal entity,,False,
Aradel Holdings,13000.0,0.0,0.0,0.0,0.0,E100001015607,,,,
Aramco Chemicals,54509.5124,0.0,0.0,0.0,0.0,E100001016163,legal entity,Co,False,Saudi Arabia
Aramco Overseas Company,381.99925430777597,0.0,0.0,0.06377615999999998,0.0,E100001000290,legal entity,BV,False,Netherlands
Araucaria Energy,20200.0,0.0,0.0,0.0,0.0,E100000002452,legal entity,,,Spain
Arauco Argentina,0.0,0.0,8198.36,0.0,0.0,E100001016796,legal entity,SA,,
Arauco Argentina,0.0,0.0,8198.36,0.0,0.0,E100000132524,legal entity,SA,False,Argentina
Arauco Bioenergía,0.0,0.0,71000.0,0.0,0.0,E100001000112,legal entity,SA,False,Chile
Aravali Power Company,0.0,1980.0,0.0,0.0,0.0,E100000120075,legal entity,Pvt Ltd,False,India
ArcLight Capital Holdings,1504166.3974622304,428.415,0.0,0.0,0.0,E100001010205,legal entity,LLC,,United States
ArcLight Capital Partners,1504166.3974622304,428.415,0.0,0.0,0.0,E100000001143,legal entity,LLC,False,United States
