census_tract,county,state,pct_black_african_amer,pct_amer_indian_alaska_native,pct_asian,pct_native_hawaii_pacific,pct_two_or_more_races,pct_white,pct_hispanic_latino,pct_other_races,pct_age_under_10,pct_age_10_to_64,pct_age_over_64,total_threshold_criteria_exceeded,total_categories_exceeded,disadvantaged_without_neighbors,disadvantaged_with_neighbors_relaxed_low_inc_threshold,disadvantaged,total_population,adj_pct_indiv_below_200_fpl_percentile,adj_pct_indiv_below_200_fpl,is_low_income,expected_agri_loss_rate_nri,expected_building_loss_rate_nri,expected_population_loss_rate_nri,share_of_properties_fire_risk_in_30_years,energy_burden,housing_burden_pct,median_value_owner_occupied_housing_units,tract_covered_impervious_surface_cropland,percentile_tract_covered_impervious_surface_cropland,tract_min_35_acres,asthma_among_18plus_adults,diabetes_among_18plus_adults,heart_disease_among_18plus_adults,life_expectancy_years,unemployment_pct,pct_indiv_below_200_fpl,pct_indiv_below_100_fpl,merge_id_census_tract,developed_open_space_area21,developed_low_intensity_area22,developed_med_intensity_area23,developed_high_intensity_area24,developed_open_space_prop21,developed_low_intensity_prop22,developed_med_intensity_prop23,developed_high_intensity_prop24,merge_id_county,min_temp_celsius,max_temp_celsius,avg_temp_celsius,st_dev_temp_celsius,year_temp,avg_temp_fahren
06053012200,Monterey County,California,0.01,0.0,0.01,0.0,0.07,0.83,0.09,0.0,0.08,0.65,0.25,0,0.0,False,False,False,2755.0,0.05,0.0,False,0.0,0.0005,0.0,0.0,1.0,16.0,752800.0,5190.0,69.0,True,840.0,730.0,459.0,,3.0,6.0,4.0,06053012200,84600.0,220500.0,517500.0,4500.0,0.09812108559499,0.255741127348643,0.600208768267223,0.005219206680585,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053012302,Monterey County,California,0.01,0.0,0.03,0.0,0.03,0.84,0.07,0.0,0.11,0.62,0.25,0,0.0,False,False,False,2072.0,0.19,0.07,False,0.0,0.0005,0.0,0.0,1.0,24.0,908900.0,5925.0,78.0,True,880.0,800.0,480.0,81.5,1.0,15.0,5.0,06053012302,24300.0,206100.0,273600.0,62100.0,0.042925278219396,0.364069952305246,0.483306836248013,0.109697933227345,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053012401,Monterey County,California,0.0,0.0,0.05,0.0,0.05,0.83,0.05,0.01,0.04,0.59,0.36,0,0.0,False,False,False,1667.0,0.19,0.07,False,0.0,0.0005,0.0,0.0,1.0,19.0,963500.0,3522.0,45.0,True,850.0,860.0,580.0,83.8,3.0,15.0,5.0,06053012401,50400.0,174600.0,453600.0,111600.0,0.062709966405375,0.217245240761478,0.564389697648376,0.138857782754759,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053012402,Monterey County,California,0.0,0.0,0.07,0.0,0.06,0.81,0.04,0.01,0.08,0.6,0.31,0,0.0,False,False,False,2841.0,0.15,0.05,False,0.0,0.0005,0.0,0.0,1.0,20.0,989700.0,2334.0,29.0,True,850.0,869.0,570.0,84.0,7.0,15.0,8.0,06053012402,1085400.0,1080000.0,351900.0,30600.0,0.383831954169319,0.381922342457034,0.12444302991725,0.010821133036283,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053012502,Monterey County,California,0.04,0.0,0.05,0.0,0.03,0.7,0.16,0.0,0.06,0.72,0.21,0,0.0,False,False,False,4894.0,0.23,0.09,False,0.0,0.0005,0.0,0.0,1.0,25.0,765700.0,4526.0,60.0,True,880.0,740.0,430.0,81.7,1.0,21.0,13.0,06053012502,158400.0,396000.0,856800.0,220500.0,0.096280087527352,0.240700218818381,0.520787746170678,0.134026258205689,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053012600,Monterey County,California,0.04,0.0,0.07,0.0,0.09,0.63,0.15,0.0,0.01,0.97,0.0,0,0.0,False,False,False,2366.0,0.02,0.0,False,0.0,0.0008,0.0,0.0,1.0,6.0,,2933.0,37.0,True,900.0,110.0,70.0,,14.0,17.0,2.0,06053012600,440100.0,414000.0,334800.0,24300.0,0.270165745856354,0.25414364640884,0.205524861878453,0.014917127071823,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053012700,Monterey County,California,0.1,0.0,0.04,0.0,0.07,0.65,0.1,0.03,0.05,0.76,0.18,0,0.0,False,False,False,3472.0,0.07,0.01,False,0.0,0.0007,0.0,0.0,1.0,26.0,837900.0,5097.0,68.0,True,850.0,650.0,380.0,86.7,4.0,16.0,5.0,06053012700,79200.0,270900.0,872100.0,352800.0,0.049605411499436,0.16967305524239,0.546223224351747,0.220969560315671,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053012800,Monterey County,California,0.0,0.0,0.06,0.0,0.03,0.83,0.07,0.02,0.05,0.61,0.32,0,0.0,False,False,False,4881.0,0.22,0.08,False,0.0,0.0015,0.0,0.0,1.0,14.0,827600.0,2217.0,27.0,True,810.0,940.0,660.0,82.1,2.0,14.0,4.0,06053012800,1975500.0,1138500.0,315000.0,35100.0,0.45672076570953,0.2632126508531,0.072825634623387,0.008114856429463,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053013000,Monterey County,California,0.02,0.0,0.16,0.0,0.03,0.6,0.17,0.02,0.04,0.75,0.2,0,0.0,False,False,False,3379.0,0.02,0.0,False,0.0,0.002,0.0,0.0,1.0,29.0,636100.0,3412.0,44.0,True,850.0,690.0,459.0,83.0,4.0,16.0,8.0,06053013000,874800.0,814500.0,919800.0,245700.0,0.264345934185477,0.246124558063639,0.277943976067446,0.074245308675551,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053013100,Monterey County,California,0.05,0.0,0.13,0.0,0.08,0.65,0.09,0.0,0.41,0.58,0.0,0,0.0,False,False,False,2200.0,0.02,0.0,False,0.0,0.0016,0.0,0.0,1.0,15.0,,2128.0,26.0,True,770.0,240.0,100.0,,4.0,8.0,5.0,06053013100,364500.0,345600.0,139500.0,2700.0,0.287437899219304,0.272533711852378,0.110007097232079,0.002129169623847,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053013200,Monterey County,California,0.01,0.0,0.09,0.0,0.03,0.79,0.07,0.0,0.07,0.6,0.32,0,0.0,False,False,False,4176.0,0.1,0.03,False,0.0942,0.0342,0.0,19.0,1.0,8.0,1109900.0,623.0,8.0,True,810.0,890.0,590.0,81.3,3.0,6.0,2.0,06053013200,7083900.0,2254500.0,810000.0,204300.0,0.166423511999154,0.052965429749445,0.019029495718363,0.004799661697854,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053013300,Monterey County,California,0.02,0.02,0.07,0.0,0.07,0.52,0.31,0.06,0.13,0.72,0.13,0,0.0,False,False,False,6199.0,0.5,0.23,False,0.0033,0.001,0.0,0.0,1.0,31.0,596900.0,4709.0,62.0,True,950.0,900.0,490.0,85.0,3.0,33.0,22.0,06053013300,1133100.0,1167300.0,2016900.0,864000.0,0.199587824984147,0.205611921369689,0.355263157894737,0.152187698161065,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053013400,Monterey County,California,0.03,0.0,0.06,0.0,0.05,0.72,0.12,0.0,0.1,0.66,0.23,0,0.0,False,False,False,1525.0,0.14,0.05,False,0.0,0.0032,0.0,0.0,1.0,9.0,629400.0,4043.0,53.0,True,850.0,830.0,520.0,77.59,5.0,13.0,5.0,06053013400,312300.0,462600.0,364500.0,31500.0,0.25,0.370317002881844,0.29178674351585,0.02521613832853,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053013500,Monterey County,California,0.18,0.0,0.09,0.03,0.05,0.34,0.31,0.02,0.15,0.66,0.18,0,0.0,False,False,False,5029.0,0.54,0.25,False,0.0,0.0005,0.0,4.0,2.0,29.0,522500.0,6318.0,83.0,True,940.0,1140.0,550.0,82.1,2.0,33.0,16.0,06053013500,63900.0,226800.0,986400.0,95400.0,0.04655737704918,0.165245901639344,0.718688524590164,0.069508196721311,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053013600,Monterey County,California,0.03,0.01,0.07,0.0,0.06,0.29,0.54,0.11,0.13,0.73,0.13,0,0.0,False,False,False,4679.0,0.76,0.38,True,0.0,0.0005,0.0,0.0,2.0,34.0,465000.0,6269.0,82.0,True,950.0,1120.0,560.0,82.6,5.0,45.0,15.0,06053013600,45900.0,167400.0,636300.0,99900.0,0.048341232227488,0.176303317535545,0.670142180094787,0.10521327014218,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053013700,Monterey County,California,0.03,0.0,0.13,0.01,0.03,0.17,0.63,0.17,0.11,0.78,0.09,3,2.0,True,False,True,4325.0,0.72,0.35,True,0.0,0.0004,0.0,0.0,2.0,48.0,365300.0,7734.0,93.0,True,940.0,1070.0,450.0,78.7,3.0,46.0,23.0,06053013700,,23400.0,443700.0,243900.0,,0.032911392405063,0.624050632911392,0.343037974683544,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053013800,Monterey County,California,0.07,0.0,0.13,0.06,0.06,0.2,0.47,0.13,0.13,0.74,0.11,0,0.0,False,False,False,6200.0,0.38,0.16,False,0.0,0.0004,0.0,0.0,2.0,16.0,466700.0,6615.0,85.0,True,930.0,1150.0,509.0,80.09,7.0,25.0,11.0,06053013800,64800.0,106200.0,990900.0,65700.0,0.052785923753666,0.086510263929619,0.807184750733138,0.053519061583578,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053013900,Monterey County,California,0.03,0.0,0.07,0.05,0.1,0.4,0.35,0.06,0.07,0.76,0.16,0,0.0,False,False,False,2362.0,0.38,0.17,False,0.0,0.0004,0.0,0.0,2.0,33.0,541100.0,6030.0,79.0,True,910.0,1040.0,550.0,78.3,3.0,29.0,15.0,06053013900,84600.0,160200.0,723600.0,64800.0,0.081881533101045,0.155052264808362,0.700348432055749,0.062717770034843,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053014000,Monterey County,California,0.04,0.0,0.09,0.0,0.06,0.33,0.47,0.1,0.14,0.73,0.12,0,0.0,False,False,False,2427.0,0.73,0.36,True,0.0,0.0005,0.0,0.0,2.0,37.0,431900.0,5291.0,70.0,True,960.0,990.0,490.0,78.5,6.0,44.0,16.0,06053014000,47700.0,360000.0,1152000.0,795600.0,0.017972193964056,0.135639199728722,0.434045439131909,0.299762631400475,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053014102,Monterey County,California,0.11,0.0,0.14,0.02,0.15,0.3,0.32,0.12,0.15,0.71,0.13,0,0.0,False,False,False,3399.0,0.58,0.27,False,0.063,0.0042,0.0001,0.0,1.0,34.0,710300.0,2941.0,37.0,True,1010.0,900.0,400.0,76.4,5.0,42.0,16.0,06053014102,1859400.0,3121200.0,2542500.0,262800.0,0.156728872705204,0.263086026399636,0.214307388863602,0.022151418601123,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053014104,Monterey County,California,0.06,0.0,0.06,0.0,0.11,0.37,0.43,0.05,0.0,1.0,0.0,0,0.0,False,False,False,1892.0,0.02,0.0,False,0.0003,0.0006,0.0,0.0,,,,5269.0,70.0,True,1080.0,110.0,50.0,,33.0,,,06053014104,665100.0,888300.0,1228500.0,392400.0,0.207584269662921,0.277247191011236,0.383426966292135,0.12247191011236,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053014105,Monterey County,California,0.02,0.01,0.08,0.0,0.13,0.53,0.28,0.06,0.15,0.78,0.06,0,0.0,False,False,False,3461.0,0.08,0.01,False,0.016,0.013,0.0,0.0,1.0,22.0,620900.0,1849.0,23.0,True,1000.0,550.0,240.0,82.2,3.0,35.0,25.0,06053014105,1367100.0,941400.0,452700.0,4500.0,0.269326241134752,0.185460992907801,0.089184397163121,0.000886524822695,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053014107,Monterey County,California,0.06,0.0,0.07,0.01,0.09,0.46,0.27,0.13,0.23,0.71,0.04,0,0.0,False,False,False,8240.0,0.17,0.06,False,0.0062,0.0043,0.0,0.0,1.0,32.0,812800.0,490.0,7.0,True,940.0,520.0,240.0,80.0,5.0,25.0,2.0,06053014107,11322000.0,5987700.0,1858500.0,230400.0,0.126274793222517,0.066781096924436,0.020727937043283,0.002569661928852,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053014201,Monterey County,California,0.04,0.0,0.17,0.0,0.14,0.33,0.31,0.16,0.12,0.71,0.16,0,0.0,False,False,False,5414.0,0.63,0.29,False,0.0,0.0008,0.0,0.0,2.0,28.0,499800.0,6022.0,79.0,True,890.0,1040.0,490.0,82.0,4.0,37.0,11.0,06053014201,76500.0,296100.0,1107900.0,81900.0,0.048963133640553,0.189516129032258,0.709101382488479,0.05241935483871,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053014202,Monterey County,California,0.05,0.0,0.21,0.0,0.08,0.4,0.25,0.11,0.16,0.66,0.16,1,1.0,True,False,True,4411.0,0.58,0.27,False,0.0,0.0006,0.0,1.0,2.0,34.0,401400.0,6580.0,85.0,True,969.0,1230.0,620.0,79.7,4.0,42.0,20.0,06053014202,34200.0,194400.0,648900.0,150300.0,0.033274956217163,0.189141856392294,0.631348511383538,0.146234676007005,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053014301,Monterey County,California,0.09,0.01,0.2,0.0,0.06,0.35,0.27,0.08,0.11,0.68,0.19,0,0.0,False,False,False,3561.0,0.2,0.07,False,0.0074,0.0026,0.0,0.0,1.0,20.0,544000.0,1797.0,22.0,True,890.0,900.0,440.0,78.0,3.0,18.0,4.0,06053014301,1416600.0,1826100.0,1375200.0,61200.0,0.129398224268333,0.166803682999013,0.125616573495561,0.00559026635975,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053014302,Monterey County,California,0.04,0.0,0.11,0.03,0.12,0.36,0.34,0.09,0.16,0.72,0.11,0,0.0,False,False,False,4471.0,0.45,0.2,False,0.2628,0.001,0.0,8.0,1.0,24.0,530300.0,1930.0,24.0,True,910.0,1030.0,500.0,80.7,3.0,37.0,10.0,06053014302,1395900.0,1441800.0,1371600.0,130500.0,0.09729628003262,0.100495577441817,0.095602534345399,0.009096041653598,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053014500,Monterey County,California,0.01,0.02,0.07,0.0,0.06,0.33,0.54,0.21,0.15,0.65,0.18,0,0.0,False,False,False,4474.0,0.61,0.29,False,0.1255,0.0016,0.0,0.0,1.0,22.0,548700.0,5695.0,76.0,True,910.0,1130.0,640.0,79.2,3.0,35.0,14.0,06053014500,575100.0,1190700.0,2745900.0,2552400.0,0.041418200674099,0.085753176043557,0.197757324345346,0.183821623023075,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053014601,Monterey County,California,0.0,0.05,0.01,0.0,0.02,0.21,0.75,0.29,0.11,0.79,0.09,1,1.0,True,False,True,4980.0,0.57,0.26,False,0.0424,0.0198,0.0002,0.0,2.0,30.0,548000.0,1640.0,20.0,True,869.0,1010.0,450.0,79.9,9.0,35.0,10.0,06053014601,8062200.0,3811500.0,2139300.0,829800.0,0.171412169919633,0.081037122081898,0.045484117872178,0.017642556448527,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053014700,Monterey County,California,0.02,0.0,0.05,0.01,0.03,0.26,0.61,0.32,0.15,0.73,0.1,1,1.0,True,False,True,7873.0,0.36,0.15,False,0.2004,0.0146,0.0001,0.0,2.0,14.0,418200.0,1117.0,14.0,True,940.0,1030.0,550.0,80.9,6.0,26.0,7.0,06053014700,9129600.0,2145600.0,644400.0,79200.0,0.293001357557552,0.068859940498541,0.020681089512146,0.002541809884174,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053014800,Monterey County,California,0.0,0.0,0.04,0.0,0.01,0.05,0.89,0.48,0.17,0.76,0.06,0,0.0,False,False,False,6527.0,0.61,0.28,False,1.1185,0.0139,0.0,54.0,2.0,26.0,359700.0,2336.0,29.0,True,919.0,990.0,400.0,80.4,2.0,40.0,9.0,06053014800,12623400.0,4652100.0,1939500.0,338400.0,0.04544335294575,0.01674723309401,0.006982063710116,0.001218216220419,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053980000,Monterey County,California,,,,,,,,,,,,0,0.0,False,False,False,0.0,,,False,0.0243,0.0018,0.0,0.0,,,,4166.0,55.0,True,,,,,,,,06053980000,1336500.0,693000.0,853200.0,154800.0,0.340128263857077,0.176362803481448,0.217132386623912,0.039395327530921,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06053990000,Monterey County,California,,,,,,,,,,,,0,0.0,False,False,False,0.0,,,False,,,,,,,,0.0,0.0,False,,,,,,,,06053990000,,,,,,,,,06053,13.3058338165283,18.4537506103515,16.4685604273823,0.764749552352414,2014,61.64340876928814
06055200201,Napa County,California,0.0,0.0,0.0,0.0,0.0,0.56,0.41,0.14,0.12,0.72,0.15,0,0.0,False,False,False,3528.0,0.59,0.27,False,0.0,0.0037,0.0,96.0,2.0,30.0,623100.0,6239.0,82.0,True,919.0,830.0,459.0,83.9,3.0,35.0,11.0,06055200201,27900.0,367200.0,920700.0,70200.0,0.020051746442432,0.263906856403622,0.661707632600259,0.050452781371281,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200202,Napa County,California,0.03,0.0,0.02,0.01,0.04,0.51,0.41,0.1,0.08,0.73,0.18,1,1.0,True,False,True,2461.0,0.51,0.23,False,0.0,0.0499,0.0001,43.0,1.0,35.0,676200.0,6595.0,85.0,True,919.0,830.0,440.0,79.2,0.0,26.0,9.0,06055200202,36000.0,268200.0,593100.0,132300.0,0.034965034965035,0.26048951048951,0.576048951048951,0.128496503496503,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200203,Napa County,California,0.0,0.0,0.0,0.0,0.06,0.43,0.48,0.16,0.17,0.71,0.1,0,0.0,False,False,False,2231.0,0.37,0.16,False,0.0,0.2113,0.0002,99.0,2.0,30.0,600500.0,5323.0,71.0,True,910.0,840.0,409.0,78.5,3.0,25.0,6.0,06055200203,42300.0,322200.0,432900.0,37800.0,0.048057259713701,0.366053169734151,0.491820040899795,0.042944785276074,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200301,Napa County,California,0.0,0.0,0.02,0.0,0.03,0.39,0.55,0.17,0.12,0.78,0.09,0,0.0,False,False,False,6037.0,0.46,0.21,False,11.6937,0.0993,0.0,92.0,2.0,31.0,477800.0,5929.0,78.0,True,960.0,860.0,450.0,79.9,7.0,28.0,14.0,06055200301,131400.0,725400.0,1446300.0,291600.0,0.045327538031667,0.250232846941943,0.498913380937597,0.10058987891959,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200302,Napa County,California,0.01,0.0,0.07,0.0,0.05,0.49,0.38,0.14,0.13,0.74,0.12,0,0.0,False,False,False,2755.0,0.35,0.15,False,16.3824,0.0019,0.0,99.0,1.0,24.0,669900.0,4484.0,59.0,True,890.0,869.0,490.0,82.1,6.0,24.0,6.0,06055200302,258300.0,549000.0,561600.0,17100.0,0.135249764373233,0.28746465598492,0.294062205466541,0.008953817153629,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200400,Napa County,California,0.0,0.0,0.02,0.0,0.04,0.75,0.17,0.0,0.06,0.69,0.23,0,0.0,False,False,False,3747.0,0.16,0.05,False,16.6005,0.0496,0.0,97.0,1.0,14.0,759600.0,2918.0,37.0,True,880.0,860.0,530.0,84.6,0.0,14.0,9.0,06055200400,1358100.0,1410300.0,661500.0,36000.0,0.209205600998198,0.217246638014696,0.101899348398725,0.005545542769999,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200501,Napa County,California,0.0,0.01,0.0,0.0,0.02,0.33,0.62,0.25,0.12,0.78,0.09,0,0.0,False,False,False,5011.0,0.55,0.25,False,0.4502,0.0039,0.0,81.0,2.0,33.0,496400.0,6531.0,85.0,True,960.0,940.0,490.0,77.3,8.0,32.0,8.0,06055200501,87300.0,426600.0,1368900.0,85500.0,0.044131028207461,0.21565059144677,0.691992720655141,0.043221110100091,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200503,Napa County,California,0.0,0.02,0.01,0.0,0.01,0.51,0.43,0.18,0.09,0.8,0.1,3,2.0,True,False,True,1706.0,0.69,0.33,True,0.0538,0.2132,0.0001,31.0,2.0,34.0,588000.0,6967.0,88.0,True,940.0,819.0,400.0,,2.0,38.0,19.0,06055200503,61200.0,172800.0,891000.0,226800.0,0.044854881266491,0.12664907651715,0.653034300791557,0.16622691292876,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200504,Napa County,California,0.0,0.04,0.05,0.0,0.04,0.41,0.47,0.11,0.11,0.71,0.16,1,1.0,True,False,True,6064.0,0.34,0.15,False,0.0,0.0457,0.0,100.0,2.0,25.0,516500.0,6339.0,83.0,True,890.0,910.0,530.0,74.5,3.0,22.0,8.0,06055200504,51300.0,405900.0,1319400.0,76500.0,0.027683341427878,0.219038368139874,0.711996114618747,0.041282175813502,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200505,Napa County,California,0.0,0.01,0.11,0.0,0.02,0.4,0.44,0.15,0.12,0.75,0.12,0,0.0,False,False,False,2583.0,0.36,0.16,False,1.233,0.2618,0.0002,99.0,1.0,28.0,593800.0,4658.0,62.0,True,840.0,680.0,350.0,81.5,3.0,22.0,7.0,06055200505,86400.0,212400.0,369000.0,4500.0,0.112280701754386,0.276023391812866,0.47953216374269,0.005847953216374,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200601,Napa County,California,0.0,0.0,0.03,0.0,0.02,0.53,0.41,0.19,0.13,0.74,0.12,0,0.0,False,False,False,5633.0,0.12,0.03,False,2.5355,0.0251,0.0,47.0,2.0,18.0,590700.0,6054.0,80.0,True,900.0,880.0,490.0,81.8,3.0,14.0,7.0,06055200601,122400.0,652500.0,1215900.0,47700.0,0.059885512989872,0.31924262439454,0.594892118009687,0.023337736679877,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200602,Napa County,California,0.0,0.0,0.03,0.0,0.02,0.61,0.34,0.14,0.08,0.69,0.22,0,0.0,False,False,False,4124.0,0.4,0.17,False,16.3837,0.0137,0.0,98.0,1.0,29.0,674200.0,5432.0,72.0,True,890.0,1040.0,640.0,80.59,1.0,24.0,6.0,06055200602,185400.0,864900.0,1056600.0,60300.0,0.05558553696708,0.259309228278467,0.316783594171614,0.018078791149487,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200703,Napa County,California,0.02,0.0,0.01,0.0,0.02,0.88,0.04,0.01,0.04,0.68,0.27,0,0.0,False,False,False,2860.0,0.02,0.0,False,2.5076,0.015,0.0,100.0,1.0,12.0,726600.0,3915.0,51.0,True,830.0,850.0,550.0,82.1,2.0,7.0,4.0,06055200703,571500.0,1090800.0,428400.0,900.0,0.254,0.4848,0.1904,0.0004,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200704,Napa County,California,0.0,0.0,0.02,0.0,0.05,0.51,0.42,0.17,0.1,0.73,0.16,0,0.0,False,False,False,5312.0,0.61,0.28,False,0.0,0.0025,0.0,99.0,2.0,34.0,506200.0,5397.0,72.0,True,940.0,1010.0,600.0,78.59,9.0,37.0,6.0,06055200704,148500.0,743400.0,623700.0,20700.0,0.09604190919674,0.480791618160652,0.40337601862631,0.013387660069849,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200705,Napa County,California,0.02,0.01,0.02,0.0,0.07,0.53,0.36,0.11,0.13,0.72,0.13,0,0.0,False,False,False,3017.0,0.4,0.17,False,0.0,0.0183,0.0,100.0,1.0,33.0,682500.0,4637.0,61.0,True,910.0,890.0,509.0,82.2,3.0,23.0,8.0,06055200705,243900.0,627300.0,369900.0,7200.0,0.191926345609065,0.493626062322946,0.291076487252125,0.005665722379603,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200706,Napa County,California,0.0,0.0,0.04,0.0,0.01,0.68,0.25,0.04,0.12,0.67,0.2,0,0.0,False,False,False,3213.0,0.17,0.06,False,16.3704,0.0041,0.0,98.0,1.0,17.0,664100.0,6080.0,80.0,True,850.0,800.0,450.0,82.8,4.0,11.0,5.0,06055200706,185400.0,649800.0,645300.0,16200.0,0.099854580707707,0.349975763451285,0.347552108579738,0.008725157537567,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200707,Napa County,California,0.0,0.0,0.01,0.0,0.03,0.69,0.25,0.1,0.11,0.64,0.23,0,0.0,False,False,False,3240.0,0.37,0.16,False,2.6313,0.001,0.0,97.0,1.0,24.0,655600.0,5596.0,74.0,True,840.0,869.0,550.0,78.4,4.0,22.0,3.0,06055200707,159300.0,585900.0,666000.0,36900.0,0.106819553409777,0.392878696439348,0.446590223295112,0.024743512371756,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200802,Napa County,California,0.0,0.03,0.03,0.0,0.08,0.5,0.41,0.06,0.13,0.67,0.19,0,0.0,False,False,False,6228.0,0.18,0.07,False,0.1714,0.0281,0.0,95.0,1.0,21.0,663400.0,3372.0,43.0,True,860.0,819.0,509.0,80.5,5.0,16.0,5.0,06055200802,779400.0,1468800.0,1448100.0,108000.0,0.052976081238148,0.099834832079281,0.098427846087967,0.007340796476418,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200803,Napa County,California,0.01,0.0,0.04,0.0,0.02,0.72,0.19,0.02,0.07,0.71,0.21,0,0.0,False,False,False,2133.0,0.3,0.13,False,16.368,0.0382,0.0,93.0,1.0,15.0,756800.0,2204.0,27.0,True,930.0,940.0,570.0,80.3,6.0,19.0,5.0,06055200803,651600.0,654300.0,252900.0,5400.0,0.127285513361463,0.1278129395218,0.049402250351617,0.001054852320675,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
06055200804,Napa County,California,0.0,0.0,0.0,0.0,0.01,0.25,0.69,0.3,0.16,0.76,0.07,0,0.0,False,False,False,5573.0,0.6,0.28,False,0.0,0.0006,0.0,100.0,2.0,30.0,440900.0,6290.0,82.0,True,940.0,860.0,380.0,82.3,5.0,34.0,8.0,06055200804,22500.0,369900.0,815400.0,19800.0,0.018328445747801,0.301319648093842,0.664222873900293,0.016129032258065,06055,14.8229160308837,18.1550006866455,16.7612159456525,0.704946364157,2014,62.1701887021745
